droplet,t,x,x_rec,x_adv
1,8.14,8.80468167944919,6.977818853974123,10.582255083179298
1,8.145,8.821120615081202,6.977818853974123,10.60536044362292
1,8.15,8.835269018679437,7.000924214417745,10.60536044362292
1,8.155,8.852295581534314,7.024029574861368,10.628465804066543
1,8.16,8.867621504436169,7.024029574861368,10.651571164510166
1,8.165,8.88203036600632,7.0471349353049915,10.67467652495379
1,8.17,8.896743332240806,7.070240295748614,10.67467652495379
1,8.175,8.912815332437583,7.070240295748614,10.697781885397413
1,8.18,8.92811324721925,7.093345656192237,10.720887245841036
1,8.185,8.943175131378682,7.116451016635859,10.720887245841036
1,8.19,8.960194037461754,7.116451016635859,10.743992606284658
1,8.195,8.974323968106495,7.139556377079483,10.767097966728281
1,8.2,8.98929701214608,7.162661737523106,10.767097966728281
1,8.205,9.005406722983254,7.162661737523106,10.790203327171904
1,8.21,9.020454620497464,7.185767097966728,10.790203327171904
1,8.215,9.036886206005354,7.208872458410352,10.813308687615526
1,8.22,9.05164712440596,7.208872458410352,10.83641404805915
1,8.225,9.066285768004061,7.2319778188539745,10.83641404805915
1,8.23,9.082266021000414,7.255083179297597,10.859519408502774
1,8.235,9.09796248483756,7.255083179297597,10.882624768946396
1,8.24,9.113434841952742,7.278188539741221,10.905730129390019
1,8.245,9.12975565339745,7.301293900184843,10.905730129390019
1,8.25,9.145310345393366,7.301293900184843,10.928835489833642
1,8.255,9.159873261876042,7.324399260628466,10.951940850277264
1,8.26,9.175643227646079,7.347504621072089,10.951940850277264
1,8.265,9.191878228750989,7.347504621072089,10.975046210720889
1,8.27,9.205886588103851,7.370609981515712,10.998151571164511
1,8.275,9.220852797517283,7.393715341959335,10.998151571164511
1,8.28,9.238231954066855,7.393715341959335,11.021256931608134
1,8.285,9.253763859818974,7.4168207024029575,11.044362292051757
1,8.29,9.26864138440383,7.439926062846581,11.044362292051757
1,8.295,9.284754965561156,7.439926062846581,11.06746765249538
1,8.3,9.30024102395185,7.463031423290204,11.090573012939002
1,8.305,9.314859661618586,7.486136783733826,11.090573012939002
1,8.31,9.33151919058168,7.486136783733826,11.113678373382625
1,8.315,9.346255326257317,7.509242144177449,11.136783733826249
1,8.32,9.361553831349427,7.532347504621073,11.136783733826249
1,8.325,9.378346746426791,7.555452865064695,11.159889094269872
1,8.33,9.39388764416964,7.555452865064695,11.182994454713494
1,8.335,9.408159736273992,7.578558225508318,11.182994454713494
1,8.34,9.425403730672295,7.578558225508318,11.206099815157117
1,8.345,9.44058903235363,7.6016635859519415,11.22920517560074
1,8.35,9.454687795713847,7.624768946395564,11.22920517560074
1,8.355,9.472150011745343,7.647874306839187,11.252310536044362
1,8.36,9.48715441986625,7.647874306839187,11.275415896487985
1,8.365,9.501560602347633,7.67097966728281,11.275415896487985
1,8.37,9.519635969760671,7.694085027726433,11.29852125693161
1,8.375,9.53568262830027,7.694085027726433,11.321626617375232
1,8.38,9.547837634003029,7.717190388170056,11.321626617375232
1,8.385,9.565818383390825,7.740295748613678,11.344731977818855
1,8.39,9.581599982588086,7.740295748613678,11.367837338262477
1,8.395,9.59426970691632,7.763401109057302,11.367837338262477
1,8.4,9.61150852570094,7.7865064695009245,11.3909426987061
1,8.405,9.62903866871633,7.7865064695009245,11.414048059149723
1,8.41,9.640553001135892,7.809611829944547,11.414048059149723
1,8.415,9.657667952673519,7.832717190388171,11.437153419593345
1,8.42,9.674087104035474,7.832717190388171,11.46025878003697
1,8.425,9.686689763274007,7.855822550831793,11.46025878003697
1,8.43,9.7036467941693,7.878927911275416,11.483364140480592
1,8.435,9.720320834091769,7.878927911275416,11.506469500924215
1,8.44,9.732378227378991,7.90203327171904,11.506469500924215
1,8.445,9.74963924119675,7.925138632162662,11.529574861367838
1,8.45,9.767359536134146,7.925138632162662,11.55268022181146
1,8.455,9.778716791818578,7.948243992606285,11.55268022181146
1,8.46,9.796282059714091,7.9713493530499075,11.575785582255083
1,8.465,9.813217010624177,7.9713493530499075,11.598890942698707
1,8.47,9.82583836320274,7.994454713493531,11.598890942698707
1,8.475,9.842510567392427,8.017560073937155,11.62199630314233
1,8.48,9.85907549944932,8.017560073937155,11.645101663585953
1,8.485,9.871329440422166,8.040665434380777,11.645101663585953
1,8.49,9.888524163342241,8.0637707948244,11.668207024029575
1,8.495,9.905240658622775,8.0637707948244,11.691312384473198
1,8.5,9.917937562233861,8.086876155268023,11.691312384473198
1,8.505,9.93497784411976,8.109981515711645,11.71441774491682
1,8.51,9.951386485360432,8.109981515711645,11.737523105360443
1,8.515,9.963275963444755,8.133086876155268,11.737523105360443
1,8.52,9.980884458893161,8.15619223659889,11.760628465804068
1,8.525,9.997703910117004,8.15619223659889,11.78373382624769
1,8.53,10.00947110345016,8.179297597042515,11.78373382624769
